firm_name,address,licenses,reg_pharma_comp_person,tooltip
OM MEDICAL AND GENERAL STORES - 9579388772,"RINGAGAON-H. NO.533,,VANI GALLY, AT POST RINGANGAON",RH - 3,"pradeep ashok mate, DPH, [96282-16/10/2014]","['License: ', '20-105924 (Validity: 29/10/2019)', '20C-105926 (Validity: 29/10/2019)', '21-105925 (Validity: 29/10/2019)']"
OM SAI MEDICAL & GENERAL STORES - 8888578845,"VIKHARAN-HOUSE NO 178,,MAIN ROAD",RH - 3,"nilesh bapu chaudhari, DPH, [145042-29/10/2013]","['License: ', '20-85918 (Validity: 24/11/2018)', '20C-85920 (Validity: 24/11/2018)', '21-85919 (Validity: 24/11/2018)']"
OM SIDDHI MEDICAL AND GENERAL STORES - 7588053194,"ERANDOL-Plot No. 14, C. S. No. 1057, New Dharangaon Road,,ERANDOL, Tal. Erandol, Dist. Jalgaon",RH - 3,"priyanka raju patil, DPH, [135365-20/04/2015]","['License: ', '20-119369 (Validity: 05/05/2020)', '20C-119371 (Validity: 05/05/2020)', '21-119370 (Validity: 05/05/2020)']"
PADMALAYA MEDICAL & GENERAL STORES - 8177895859,"ERANDOL-GAT NO 19/1/B,FIRST FLOOR,PADMALAYA HOSPITAL",RH - 3,"satish sanjay chaudhari, DPH, [139643-26/03/2013]","['License: ', '20-72357 (Validity: 05/04/2018)', '20C-72359 (Validity: 05/04/2018)', '21-72358 (Validity: 05/04/2018)']"
PATIL MEDICAL & GENERAL STORES - 9890832805,"KASODA-HOUSE NO 1864/1, NEAR DR. MOTILAL P. PATIL,,MAIN ROAD",RH - 3,"prashant rajendra patil, DPH, [84254-18/09/2008]","['License: ', '20-20/2770 (Validity: 12/09/2018)', '20C-20C/1183 (Validity: 12/09/2018)', '21-21/2770 (Validity: 12/09/2018)']"
PRABHA MEDICAL AND GENERAL STORES - 8390737139,"Jalgaon-Plot No.1, Survey No. 1565, Ganesh Nagar, Jalgaon Road,N. H. 6, Erandol",RH - 3,"arun santosh kankhare, DPH, [41556-01/11/2013]","['License: ', '20-51775 (Validity: 29/01/2020)', '20C-51777 (Validity: 29/01/2020)', '21-51776 (Validity: 29/01/2020)']"
PRABHAKAR MEDICAL & GENERAL STORES - 9373006565,"ERANDOL-SHOP NO.1, C.S.T.NO.1092B,,NEAR PANDAV WADA,",RH - 3,"ravindra prabhakar sonar, DPH, [43196-03/03/2011]","['License: ', '20-27826 (Validity: 06/04/2021)', '20C-27828 (Validity: 06/04/2021)', '21-27827 (Validity: 06/04/2021)']"
PRASAD MEDICAL AND GENERAL STORES,"RINGANGAON-HOUSE NO 204,MAIN ROAD",S - 2, ,"['License: ', '20A-20A/196 (Validity: 31/12/2017)', '21A-21A/120 (Validity: 31/12/2017)']"
RAJ MEDICAL & GENERAL STORES - 9923971576,"BHATKHEDE-H. NO 531/5, NEAR BUS STAND,MAIN ROAD",R - 2,"deepakkumar bhaskarrao bhadane, DPH, [41708-01/08/2014]","['License: ', '20-20/2832 (Validity: 15/02/2019)', '21-21/2832 (Validity: 15/02/2019)']"
RAZA MEDCIAL AND GENERAL STORES - 9730786621,"KASODA, TAL. ERANDOL-C. S. NO. 1142, MALMATTA NO. 1434, GF SHOP,,SAYYED MOHALLA, NEAR JAMA MASJID,",RH - 3,"mohammad sakib khan ajmal khan, BPH, [179848-10/01/2017]","['License: ', '20-194247 (Validity: 19/01/2022)', '20C-194249 (Validity: 19/01/2022)', '21-194248 (Validity: 19/01/2022)']"
SADGURU MEDICAL AND GENERAL STORES - 9158587585,"ERANDOL-SHOP NO. 888, MAIN ROAD,AT.PO. KADOLI TQ. ERANDOL DIST JALGAON",RH - 3,"ananda balu dhangar, DPH, [113071-13/10/2015]","['License: ', '20-131344 (Validity: 20/10/2020)', '20C-131346 (Validity: 20/10/2020)', '21-131345 (Validity: 20/10/2020)']"
SAGAR MEDICAL & GENERAL STORES - 9021901302,"TAL : ERANDOL-GHAR NO 2090 WARD NO 3,NEAR MARATHI SCHOOL,KASODA",RH - 3,"sagar prabhakar patil, DPH, [111191-04/10/2012]","['License: ', '20-61908 (Validity: 18/10/2017)', '20C-61910 (Validity: 18/10/2017)', '21-61909 (Validity: 18/10/2017)']"
SAI MEDICAL & GENERAL STORES - 9999999999,"KASODA-HOUSE NO 1118,,MAIN ROAD",RH - 3,"nitin devidas shimpi, DPH, [43766-26/05/1999]","['License: ', '20-20/1358 (Validity: 31/12/2017)', '20C-71292 (Validity: 18/03/2018)', '21-21/1358 (Validity: 31/12/2017)']"
SAI MEDICAL AND GENERAL STORES - 7588007875,"ERANDOL-CSNO 2804,MAIN ROAD,NEAR BUDHWAR DARWAJA",RH - 3,"bhushan namdev patil, DPH, [144237-23/08/2013]","['License: ', '20-57848 (Validity: 22/08/2018)', '20C-57850 (Validity: 22/08/2018)', '21-57849 (Validity: 22/08/2018)']"
SAI NANDINI MEDICAL AND GENERAL STORES - 8390791997,"A/P.ERANDOL-C.S.NO. 1282, MAHATMA PHULE - DR BABASAHEB AMBEDKAR VYAPARI,SANKUL, GROUND FLOOR, ""B"" WING(2), SHOP NO.2, NEAR BUS STAND",RH - 3,"bhushan pundlik gangurde, DPH, [134985-03/01/2017]","['License: ', '20-194139 (Validity: 19/01/2022)', '20C-194141 (Validity: 19/01/2022)', '21-194140 (Validity: 19/01/2022)']"
SAI SAMARTH MEDICAL & GENERAL STORES - 9423773179,"KADHOLI-HOUSE NO 16/1,AT POST KADHOLI",RH - 3,"swapnil ramlal badgujar, DPH, [104086-12/05/2015]","['License: ', '20-121174 (Validity: 27/05/2020)', '20C-121176 (Validity: 27/05/2020)', '21-121175 (Validity: 27/05/2020)']"
SAIKRUPA MEDICAL & GENERAL STORES - 9850029229,"AADGAON-HOUSE NO 794, UBHI GALLI,MAIN ROAD",RH - 3,"sahebrao baraku bhoi, BPH, [138299-05/05/2014]","['License: ', '20-20/2757 (Validity: 05/08/2018)', '20C-80285 (Validity: 28/08/2018)', '21-21/2757 (Validity: 05/08/2018)']"
SAMARTH MEDICALS AND GENENAL STORES - 9545010857,"ERANDOL-C.S.T NO.735 (PURA BHAGA),MALMATTA NO.Z3003623,GR.FL. SHOP,,JAI HIND CHOWK,GANDHI PURA",RH - 3,"nutan ramesh chaudhari, DPH, [155926-05/01/2017]","['License: ', '20-192714 (Validity: 12/01/2022)', '20C-192716 (Validity: 12/01/2022)', '21-192715 (Validity: 12/01/2022)']"
SAMRUDDHA DISTRIBUTORS - 8177939013,"ERANDOL-GALA NO.1, PLOT NO.19. GAT NO.1024,OLD DHARANGAON ROAD, NEAR POST OFFICE",WH - 3,"manoj santosh patil, DPH, [127739-17/11/2015]","['License: ', '20B-136448 (Validity: 21/12/2020)', '20D-136450 (Validity: 21/12/2020)', '21B-136449 (Validity: 21/12/2020)']"
SARTHAK MEDICO - 9765469265,"ERANDOL-TAL MAJALA, C.S.T.NO. 733/1.,MARWADI LANE,",R - 2,"altaf ahmad abdul raheman rangrej, DPH, [127871-14/03/2014]","['License: ', '20-41885 (Validity: 03/10/2017)', '21-41886 (Validity: 03/10/2017)']"
SEVALAL MEDICAL AND GENERAL STORES - 9970740563,"KHARCHI BK.-HOUSE NO.144,,NEAR BUS STAND",RH - 3,"abhishek madhukar paliwal, DPH, [117681-04/03/2016]","['License: ', '20-133677 (Validity: 16/11/2020)', '20C-133679 (Validity: 16/11/2020)', '21-133678 (Validity: 16/11/2020)']"
SHREE DATTA MEDICAL & GENERAL STORES - 9404058581,"ERANDOL-C.S.NO 11/12/12A, NEAR BUDHWARA GATE,MAIN ROAD",RH - 3,"nandini vijay mahajan, DPH, [15338-11/11/2013]","['License: ', '20-186455 (Validity: 31/12/2021)', '20C-186456 (Validity: 31/12/2021)', '21-186457 (Validity: 31/12/2021)']"
SHREE RADHIKA MEDICAL STORES - 9422211569,"ERANDOL-SHOP NO.13, GF, C.S. NO. 1282, ""A"" WING,,MAHATMA FULE - DR. AMBEDKAR VYAPARI SANKUL, NEAR BUS STAND,",RH - 3,"umesh sudam patil, DPH, [198711-13/12/2016]","['License: ', '20-183264 (Validity: 20/12/2021)', '20C-183266 (Validity: 20/12/2021)', '21-183265 (Validity: 20/12/2021)']"
SHREE SAMARTH MEDICAL& GENERAL STORES - 9860418339,"ERANDOL-GAT NO 1007 POT NO 23,MAHATMA PHULE NAGAR NEAR BUS STAND",RWH - 6, ,"['License: ', '20-52475 (Validity: 14/05/2017)', '20B-52477 (Validity: 14/05/2017)', '20C-52479 (Validity: 14/05/2017)', '20D-52480 (Validity: 14/05/2017)', '21-52476 (Validity: 14/05/2017)', '21B-52478 (Validity: 14/05/2017)']"
SHRI CHAMUNDA MEDICAL AND GENERAL STORES - 9657824262,"KHADKE KURD.-HOUSE NO.179,,MAIN ROAD",RH - 3,"manoj madhukar badgujar, DPH, [58395-05/10/2015]","['License: ', '20-132037 (Validity: 28/10/2020)', '20C-132039 (Validity: 28/10/2020)', '21-132038 (Validity: 28/10/2020)']"
SHRI CHATRAPATI MEDICAL STORES - 7219756065,"ERANDOL-SHOP NO.9, GF, GUT NO.1282,,PHULE -AMBEDKAR SHOPING COMPLEX, NEAR BUS STAND",RH - 3,"jitendra prakash mahajan, DPH, [163036-18/10/2016]","['License: ', '20-170026 (Validity: 25/10/2021)', '20C-170028 (Validity: 25/10/2021)', '21-170027 (Validity: 25/10/2021)']"
SHRI SAI GAJANAN MEDICAL & GENERAL STORES - 9370614747,"JALGAON-SHOP NO. 1&2, PLOT NO 10, C.S.NO. 1008,RAMCHANDRA NAGAR, BEHIND BUS STAND",RWH - 5,"sushil sambhaji ingale, DPH, [65561-16/06/2005]","['License: ', '20-20/2232 (Validity: 15/06/2020)', '20B-49466 (Validity: 27/03/2017)', '20C-48501 (Validity: 14/03/2017)', '21-21/2232 (Validity: 15/06/2020)', '21B-49467 (Validity: 27/03/2017)']"
SHRI SAMARTHA MEDICAL & GENERAL STORE - 9730231387,"UTRAN-ROOM NO.1, C.S.T.NO.660, HOUSE NO.344,,RATHGALLI",RH - 3,"rajendra hari mahajan, DPH, [31782-13/12/2006]","['License: ', '20-181335 (Validity: 12/12/2021)', '20C-181336 (Validity: 12/12/2021)', '21-181337 (Validity: 12/12/2021)']"
SHRI SWAMI MEDICAL & GENREAL STORE - 9604464676,"CHANDSAR BK.-HOUSE NO.645,NEAR BUS STAND,",R - 2,"sandeep bhaurao pawar, DPH, [31561-19/11/1994]","['License: ', '20-179879 (Validity: 31/12/2021)', '21-179880 (Validity: 31/12/2021)']"
SHRI SWAMI SAMARTH MEDICAL AND GENERAL STORES - 9823848460,"KHARCHI BK.-HOUSE NO. 4,,MAIN ROAD",RH - 3,"mahesh dattatraya deshmukh, DPH, [24648-16/09/2013]","['License: ', '20-82984 (Validity: 13/10/2018)', '20C-82986 (Validity: 13/10/2018)', '21-82985 (Validity: 13/10/2018)']"
SHRIKRISHNA MEDICAL & GENERAL STORES - 9890531831,"KASODA-HOUSE NO 1316,CSNO 3000,AT POST KASODA",RH - 3,"poonam rahul samdani, DPH, [59618-11/11/2013]","['License: ', '20-85924 (Validity: 25/11/2018)', '20C-85926 (Validity: 25/11/2018)', '21-85925 (Validity: 25/11/2018)']"
SHRINIWAS MEDICAL AND GENRAL STORES - 9420112295,"ERANDOL-SHOP NO. 10, KRANTISURYA JYOTIBA PHULE &,BHARAT RATNA BABASAHEB AMBEDKAR VYAPARI SANKULAN",RH - 3,"manohar gopal patil, DPH, [69384-06/12/2013]","['License: ', '20-20/1981 (Validity: 05/12/2018)', '20C-20C/86360 (Validity: 05/12/2018)', '21-21/1981 (Validity: 05/12/2018)']"
SHRIRAM MEDICAL & GENERAL STORE - 9764108469,"ERANDOL-C.T.S.NO.350,RAVANJE BK",R - 2,"ravindra devidas mahajan, DPH, [43054-03/11/1998]","['License: ', '20-187372 (Validity: 31/12/2021)', '21-187373 (Validity: 31/12/2021)']"
SHRIRAM MEDICAL AND GENERAL STORES - 9921837893,"ERANDOL-GAT NO.1020/1/2, PLOT NO.12,N.H.6, NEAR HIMALAYA PETROL PUMP",RH - 3,"pravin subhash shirude, BPH, [112342-12/10/2015]","['License: ', '20-131361 (Validity: 20/10/2020)', '20C-131363 (Validity: 20/10/2020)', '21-131362 (Validity: 20/10/2020)']"
SITAI MEDICAL AND GENERAL STORES - 8308947164,"PIMPALKOTHA BK.-HOUSE NO. 449/1F,NEAR ELECTRICAL OFFICE",RH - 3,"sudhakar dharmraj patil, DPH, [113962-06/01/2014]","['License: ', '20-89378 (Validity: 27/02/2021)', '20C-89380 (Validity: 27/02/2021)', '21-89379 (Validity: 27/02/2021)']"
SOHAM MEDICAL AND GENERAL STORES - 9823031403,"ERANDOL-449/1K, PIMPALKOTHA BK.,RAJMARG, PIMPALKOTHA BK.",RH - 3,"yogesh shankar patil, DPH, [113959-30/12/2015]","['License: ', '20-138070 (Validity: 14/01/2021)', '20C-138072 (Validity: 14/01/2021)', '21-138071 (Validity: 14/01/2021)']"
SUDARSHAN MEDICAL & GENERAL STORES - 8888819168,"AADGAON, TAL. ERANDOL-SHOP NO.1, HOUSE NO 366,,NEAR VITHHAL RUKMINI TEMPLE, MAIN ROAD",RH - 3,"rajashri bharat patil, DPH, [79259-22/08/2006]","['License: ', '20-163161 (Validity: 21/08/2021)', '20C-163162 (Validity: 21/08/2021)', '21-163163 (Validity: 21/08/2021)']"
SWAMI MEDICAL & GENERAL STORES - 7038638399,"ERANDOL-C.S.NO 3179, AMBEDKAR CHOWK,JAHANGIRPURA ROAD",RH - 3,"satish sudam patil, DPH, [72463-28/10/2004]","['License: ', '20-20/2133 (Validity: 27/10/2019)', '20C-71253 (Validity: 18/03/2018)', '21-21/2133 (Validity: 27/10/2019)']"
SWAMI MEDICAL & GENERAL STORES - 9049822811,"UTRAN-C.S.NO.75,76 HOUSE NO 6, NEAR MILK DAIRY,MAIN ROAD",RH - 3,"prashant shriram patil, DPH, [84960-09/02/2010]","['License: ', '20-20/2984 (Validity: 08/02/2020)', '20C-20C/1293 (Validity: 08/02/2020)', '21-21/2984 (Validity: 08/02/2020)']"
TAJ MEDICAL & GENERAL STORES - 9730549433,"KASODA-HOUSE NO 1382,,TALAI ROAD",RH - 3,"sayyed najeem ali tayyab ali, DPH, [53328-18/09/2000]","['License: ', '20-186824 (Validity: 31/12/2021)', '20C-186825 (Validity: 31/12/2021)', '21-186826 (Validity: 31/12/2021)']"
UMESH MEDICAL & GENERAL STORE,"KASODA-MARUTI MANDIR,BIRLA CHOWK",RH - 3,"prakash bhagvat naval, DPH, [16842-22/01/1995]","['License: ', '20-20/871 (Validity: 31/12/2017)', '20C-20C/662 (Validity: 31/12/2017)', '21-21/871 (Validity: 31/12/2017)']"
VANDANA MEDICAL & GENERAL STORES - 9975134526,"JALGAON-PLOT NO 1&2, NEAR NAFEES NURSING HOME,,MHASAWAD NAKA",RH - 3,"vandana arun thenge, DPH, [45413-06/03/2009]","['License: ', '20-20/2837 (Validity: 05/03/2019)', '20C-20C/1218 (Validity: 05/03/2019)', '21-21/2837 (Validity: 05/03/2019)']"
VIKAS MEDICAL AND GENERAL STORES - 9764368853,"AT POST- TADAI-HOUSE NO.856/4/4,MAIN ROAD",R - 2,"nitin motilal sonawane, DPH, [37014-01/01/2001]","['License: ', '20-186853 (Validity: 31/01/2022)', '21-186854 (Validity: 31/01/2022)']"
YASH MEDICAL AND GENERAL STORES - 9420258253,"KASODA-C.S.T. NO. 2698/1, GHAR NO. 539, NEAR MANYAR MASJID,AT. PO. KASODA TQ. ERANDOL",RH - 3,"puja bapurao wagh, DPH, [177070-08/12/2016]","['License: ', '20-132677 (Validity: 04/11/2020)', '20C-132679 (Validity: 04/11/2020)', '21-132678 (Validity: 04/11/2020)']"
YOGESH MEDICAL & GENERAL STORES - 9823710644,"ERANDOL-C.S.T.NO.2673B,,MAIN ROAD,",RH - 3,"jitendr pandharinath kasar, DPH, [43797-03/01/2001]","['License: ', '20-186874 (Validity: 31/12/2021)', '20C-186875 (Validity: 31/12/2021)', '21-186876 (Validity: 31/12/2021)']"
YUGVANDAN MEDICAL AND GENERAL STORES - 9421520076,"ERANDOL-C.S.T.NO.812,NEAR PANDAV WADA, PARDESHI GALLI,",RH - 3,"aniket yugesh pathak, DPH, [129126-17/03/2016]","['License: ', '20-145730 (Validity: 05/04/2021)', '20C-145732 (Validity: 05/04/2021)', '21-145731 (Validity: 05/04/2021)']"
