firm_name,address,licenses,reg_pharma_comp_person,tooltip
DEVENDRA MEDICAL AND GENERAL STORES - 9881522338,"CHAHARDI-HOUSE NO. 1076 IN 73,,MAIN ROAD,",RH - 3,"dnyaneshwar bhimrao mahajan, DPH, [38113-06/02/2014]","['License: ', '20-92316 (Validity: 04/03/2019)', '20C-92318 (Validity: 04/03/2019)', '21-92317 (Validity: 04/03/2019)']"
DHIRAJ MEDICAL & GENERAL STORES - 7798599151,"TAL:CHOPDA-HOUSE NO 192 ,AT POST WALKI,WALKI",RH - 3,"prashant sanjay patil, DPH, [135021-30/11/2012]","['License: ', '20-66182 (Validity: 26/12/2017)', '20C-66184 (Validity: 26/12/2017)', '21-66183 (Validity: 26/12/2017)']"
DWARKANATH J. AGRAWAL MEDICAL & GENERAL STORES - 9881126617,"CHOPDA-C.S.T. NO3159,MAIN ROAD",R - 2,"sarojini sakharam agrawal, DPH, [22860-04/02/2007]","['License: ', '20-20/9005 (Validity: 03/02/2017)', '21-21/8006 (Validity: 03/02/2017)']"
EKVIRA MEDICAL AND GENERAL STORES,"CHOPDA-SHOP NO 1, UPPER COMPLEX MALHARPURA,MAIN ROAD",RH - 3,"kiran raghunath chaudhari, DPH, [53437-11/12/2002]","['License: ', '20-20/1848 (Validity: 30/12/2017)', '20C-68031 (Validity: 16/01/2018)', '21-21/1848 (Validity: 30/12/2017)']"
GOPAI MEDICAL AND GENERAL STORES - 9623236684,"CHOPDA-C.S.T.NO.1657/A,,DHANGAR GALLII,",RH - 3,"ajay babulal jain, DPH, [29216-22/03/2016]","['License: ', '20-145761 (Validity: 05/04/2021)', '20C-145763 (Validity: 05/04/2021)', '21-145762 (Validity: 05/04/2021)']"
GOVINDA MEDICAL AND GENERAL STORES - 8485099636,"ADAVAD-HOUSE NO.2182,,SUBHASH CHOWK,",RH - 3,"rohit manoj adavadkar, DPH, [171503-22/09/2015]","['License: ', '20-129741 (Validity: 30/09/2020)', '20C-129743 (Validity: 30/09/2020)', '21-129742 (Validity: 30/09/2020)']"
GURUDATTA MEDICAL & GENERAL STORES - 9822494671,"CHOPDA-SHOP NO 6, C.S.T.NO 6014,MAIN ROAD",RH - 3,"deepak bhagavantrao patil, DPH, [27218-29/12/2003]","['License: ', '20-20/1985 (Validity: 28/12/2018)', '20C-92274 (Validity: 04/03/2019)', '21-21/1985 (Validity: 28/12/2018)']"
GURUDATTA MEDICAL STORES AND COTTON JINNERS PVT.LTD.DWARA SANCSHREE DATTA MEDICAL AND GENERAL STORES - 7387389896,"CHOPDA-SHOP NO 1, BASEMENT OPP, OF NRUSING HOSPITAL,NEAR GANPATI MANDIR",RX - 3,"sanjeev hiralal chaudhari, DPH, [45570-06/05/2009]","['License: ', '20-20/685 (Validity: 05/05/2019)', '20F-20F/35 (Validity: 08/10/2019)', '21-21/685 (Validity: 05/05/2019)']"
HARIOM MEDICAL & GENERAL STORES - 8087502708,"CHOPDA-C.S.T.NO 660, BARIWADA,NAGALWADI ROAD",R - 2,"kalpana murlidhar patil, DPH, [74035-05/03/2005]","['License: ', '20-20/2191 (Validity: 04/03/2020)', '21-21/2191 (Validity: 04/03/2020)']"
HEMANGI MEDICAL & GENERAL STORES - 9850255939,"CHOPDA-C.S.T.NO 3790, MARATHE GALLI,,MAIN RAOD",RWH - 5,"tulsidas sitaram kharadkar, DPH, [47563-06/08/2010]","['License: ', '20-170029 (Validity: 22/10/2021)', '20B-20B/1572 (Validity: 05/08/2020)', '20C-20C/46463 (Validity: 09/02/2017)', '21-170030 (Validity: 22/10/2021)', '21B-21B/1425 (Validity: 05/08/2020)']"
J. K. MEDICAL STORES - 9766422622,"CHOPADA-SHOP NO. 1, C.S.NO. 2618, GUJARALI,,NEAR SHITALNATH BABA MATH",RH - 3,"amit nandalal patil, DPH, [165877-04/02/2015]","['License: ', '20-20/74547 (Validity: 13/05/2018)', '20C-20C/74549 (Validity: 13/05/2018)', '21-21/74548 (Validity: 13/05/2018)']"
JAISWAL MEDICAL & GENERAL STORES - 9890431767,"LASUR-SHOP NO 4, BAJAR CHOWK, AMBEDKAR SHOPPING CENTER,MAIN ROAD",R - 2,"satish babulal jaiswal, DPH, [30773-20/11/2004]","['License: ', '20-20/884 (Validity: 19/11/2019)', '21-21/884 (Validity: 19/11/2019)']"
JAISWAL MEDICAL STORES - 9096348676,"CHOPDA-SHOP NO. 1 & 2, GF, PLOT NO.4, GUT NO. 1108,,DHANWADI ROAD, BOROLE NAGAR,",RH - 3,"rahul sambhaji patil, DPH, [162144-28/06/2016]","['License: ', '20-156991 (Validity: 08/10/2021)', '20C-156993 (Validity: 08/10/2021)', '21-156992 (Validity: 08/10/2021)']"
JAKHETE MEDICAL AND GENERAL STORES - 8421631551,"ADAWAD-HOUSE NO 674/1,,MAIN ROAD",R - 2,"pradipkumar premraj jakhete, DPH, [23530-16/07/1990]","['License: ', '20-183705 (Validity: 31/12/2021)', '21-183706 (Validity: 31/12/2021)']"
JAM JAM MEDICAL & GENERAL STORES - 9021666514,"ADAWAD-HOUSE NO 245,MAHARANA PRATAP ROAD",RH - 3,"arif majid khan, DPH, [52999-29/07/2006]","['License: ', '20-159432 (Validity: 28/07/2021)', '20C-159433 (Validity: 28/07/2021)', '21-159434 (Validity: 28/07/2021)']"
JANAK MEDICO AND GENERAL STORES - 9028812555,"CHOPDA-SHOP NO 1,2 TRIVENI CHOWK,BHAI KOTWAL ROAD",RHX - 4,"akshaykumar ramakant sonawane, DPH, [160270-17/09/2014]","['License: ', '20-20/1916 (Validity: 22/05/2018)', '20C-20C/724 (Validity: 22/05/2018)', '20F-116375 (Validity: 22/03/2020)', '21-21/1916 (Validity: 22/05/2018)']"
JAYDEEP MEDICALS - 9921040837,"CHOPDA-SHOP NO.1, GF, C.S.NO. 118,,ASHA TALKIES ROAD, BADGUJAR GALLI,",RWH - 5,"atul haibatrao baviskar, DPH, [29139-30/11/2016]","['License: ', '20-178788 (Validity: 08/12/2021)', '20B-178790 (Validity: 08/12/2021)', '20C-178792 (Validity: 08/12/2021)', '21-178789 (Validity: 08/12/2021)', '21B-178791 (Validity: 08/12/2021)']"
JUGAL MEDICAL & GENERAL STORES - 9822642373,"AADGAON-SURVEY No 297,GHAR No.537,AADGAON",RH - 3,"sanjay budhaji patil, DPH, [54222-26/05/2004]","['License: ', '20-20/2061 (Validity: 06/06/2017)', '20C-54017 (Validity: 07/06/2017)', '21-21/2061 (Validity: 06/06/2017)']"
KAMAL MEDICALS AND GENERAL STORES - 9822391294,"CHOPDA-KAMAL HOSPITAL, C.S.NO. 6027, PLOT NO. 1+2,,NARAYAN WADI, COLLEGE ROAD",RH - 3,"sonali manoj patil, DPH, [168007-13/02/2015]","['License: ', '20-49645 (Validity: 22/02/2020)', '20C-49647 (Validity: 22/02/2020)', '21-49646 (Validity: 22/02/2020)']"
KRISHNA MEDICAL AND GENERAL STORES - 9850411248,"CHUNCHALE, TAL. CHOPDA-WEST SIDE SHOP NO.1, GF, GHAR NO.443, C.S.NO.351,,NEAR BUS STAND, OPP. POST OFFICE",RH - 3,"manoj dagadu patil, DPH, [165172-12/12/2015]","['License: ', '20-137498 (Validity: 20/11/2021)', '20C-137500 (Validity: 20/11/2021)', '21-137499 (Validity: 20/11/2021)']"
KRISHNA MEDICAL AND GENERAL STORES - 9822552328,"CHOPADA-C.S.NO. 1259/1,,KRISHNA MANDIR ROAD,",RHX - 4,"mohammad azafar sageeroddin siddiqui, DPH, [175641-01/02/2017]","['License: ', '20-20/71237 (Validity: 18/03/2018)', '20C-20C/71239 (Validity: 18/03/2018)', '20F-96851 (Validity: 19/05/2019)', '21-21/71238 (Validity: 18/03/2018)']"
KULSWAMINI MEDICAL AGENCY - 9604461445,"AT.POST. CHAHARDI,-SHOP NO. 2, MILKAT NO. 2063,,ZHADAN CHOWK,",WH - 3,"vijay ishwar chaudhari, DPH, [C-P-29/10/2013]","['License: ', '20B-84306 (Validity: 28/10/2018)', '20D-84308 (Validity: 28/10/2018)', '21B-84307 (Validity: 28/10/2018)']"
LAXMI MEDICAL STORES - 9422778151,"CHOPADA-C.S.T. NO 1910, M.G.ROAD,,BAJAR PETH,",RH - 3,"zubairsha gulamgaussha, DPH, [145676-27/11/2013]","['License: ', '20-20/867 (Validity: 31/12/2017)', '20C-20C/489 (Validity: 31/12/2017)', '21-21/867 (Validity: 31/12/2017)']"
LIFELINE MEDICAL AND GENERAL STORES - 9764767976,"GALANGI-GRAMPANCHAYAT GALA NO. 3&4,,GALANGI",RH - 3,"sunil dhanraj patil, BPH, [135069-24/09/2015]","['License: ', '20-36839 (Validity: 06/09/2021)', '20C-36841 (Validity: 06/09/2021)', '21-36840 (Validity: 06/09/2021)']"
LILAWATI MEDICAL & GENERAL STORES - 9823429901,"CHOPDA-PLOT NO 23, LILAVATI HOSPITAL AWAR, NARAYAN WADI,COLLEGE ROAD",RHX - 4,"komalben bhupendrabhai solanki, DPH, [165718-26/11/2014]","['License: ', '20-163158 (Validity: 12/09/2021)', '20C-163159 (Validity: 12/09/2021)', '20F-107984 (Validity: 02/12/2019)', '21-163160 (Validity: 12/09/2021)']"
MAHAJAN MEDICAL & GENERAL STORES - 9850525498,"TAL. CHOPDA-SHOP NO.1, GHAR NO. 2227/1,BAZAR CHOWK AT.PO. CHAHARDI",R - 2,"smita shantaram mahajan, DPH, [66546-07/10/2010]","['License: ', '20-20/3086 (Validity: 09/12/2020)', '21-21/3086 (Validity: 09/12/2020)']"
MAHAVEER MEDICAL AND GENERAL STORES - 999999999,"KURWEL-MALMATTA NO 519, GALA NO 4,MAIN ROAD",R - 2,"swapnesh suresh vyas, DPH, [50001-21/08/2012]","['License: ', '20-20/1939 (Validity: 11/08/2018)', '21-21/1939 (Validity: 11/08/2018)']"
MAHAVEER MEDICAL AND GENERAL STORES,"GHODGAON-HOUSE NO 391, C.S.T. 774,MAIN ROAD",R - 2,"niteen ramesh jain, DPH, [29767-01/08/1995]","['License: ', '20-20/903 (Validity: 31/12/2017)', '21-21/903 (Validity: 31/12/2017)']"
MAITHILI MEDICAL STORES - 9823233144,"CHOPDA-SHOP NO 1, DESHPANDE GALLI,,MAIN ROAD",R - 2,"ravindranath jagannath gujarathi, DPH, [5724-01/08/2011]","['License: ', '20-20/2293 (Validity: 24/10/2020)', '21-21/2293 (Validity: 24/10/2020)']"
MAM MEDICAL & GENERAL STORES - 9890247890,"CHOPDA-SHOP NO.1, C.S.T.NO.1441/B,,THALNER DARWAJA,",RSH - 3,"mithun mahendra patil, DPH, [110075-20/11/2010]","['License: ', '20-20/3114 (Validity: 19/11/2020)', '20A-21/3114 (Validity: 20/11/2010)', '20C-20C/1370 (Validity: 19/11/2020)']"
MATOSHRI MEDICAL AND GENRAL STORES - 9011710097,"HATED-HOUSE NO. 750,,HATED",RH - 3, ,"['License: ', '20-36836 (Validity: 06/09/2016)', '20C-36838 (Validity: 06/09/2016)', '21-36837 (Validity: 06/09/2016)']"
MAYUR MEDICALS CHOPDA - 9999999999,"CHOPDA-SHOP NO 8,,NAGARPALIKA SHOPPING CENTER,",R - 2,"dinesh kantilal gujarathi, DPH, [16142-23/08/1985]","['License: ', '20-20/204 (Validity: 31/12/2017)', '21-21/204 (Validity: 31/12/2017)']"
MAYURI MEDICAL AND GENERAL STORES - 9595212156,"CHAHARDI-HOUSE NO 1237,C.S.NO. 85, MANUDEVI CHOWK",R - 2,"anil atmaram baviskar, DPH, [38112-18/07/1996]","['License: ', '20-192782 (Validity: 31/12/2021)', '21-192783 (Validity: 31/12/2021)']"
METRO MEDICAL AND GENERAL STORES - 9881393392,"TAL- CHOPADA.-SHOP NO. 1, GROUND FLOOR, C.S.NO. 2971/1 B,,KHURSHID ALI, PATIL DARWAJA, CHOPDA",RH - 3,"faheem ahmad moinuddin , DPH, [70802-23/05/2011]","['License: ', '20-31319 (Validity: 24/06/2020)', '20C-31321 (Validity: 24/06/2020)', '21-31320 (Validity: 24/06/2020)']"
MORAYA MEDICAL AND GENERAL STORES - 9923599475,"CHOPADA-SHOP NO.3, C.S.NO. 6026,,YASHODHAN HOSPITAL, NARAYAN WADI,",RH - 3,"baliram sahebrao pawara, DPH, [128505-05/02/2015]","['License: ', '20-90382 (Validity: 03/02/2019)', '20C-90384 (Validity: 03/02/2019)', '21-90383 (Validity: 03/02/2019)']"
MORESHWAR MEDICAL AND GENERAL STORES - 9623495742,"CHOPDA-S.NO.6027/12 ,,NARAYAN WADI",RH - 3,"sandip subhash patil, DPH, [55682-17/03/2016]","['License: ', '20-144858 (Validity: 29/03/2021)', '20C-144860 (Validity: 29/03/2021)', '21-144859 (Validity: 29/03/2021)']"
MRITUNJAY MEDICAL & GENERAL STORES - 9850065310,"GANPUR-HOUSE NO 739,,BUS STAND CHOWK",RH - 3,"sanjivkumar pitambar patil, DPH, [36502-11/08/1998]","['License: ', '20-179768 (Validity: 31/12/2021)', '20C-179769 (Validity: 31/12/2021)', '21-179770 (Validity: 31/12/2021)']"
NASIB MEDICAL & GENERAL STORES - 999999999,"GORGAWALE BK.-HOUSE NO 75/A,MAIN ROAD",R - 2,"sunil madhavrao chaudhari, DPH, [34317-11/06/1999]","['License: ', '20-20/1366 (Validity: 31/12/2017)', '21-21/1366 (Validity: 31/12/2017)']"
NATIONAL MEDICAL & GENERAL STORE - 9822542641,"CHOPDA-SHOP NO 1, BHAVSAR COMPLEX,CHUNAR ALI ROAD",RH - 3,"arman ibrahim shaikh, DPH, [53443-11/08/2000]","['License: ', '20-20/1501 (Validity: 07/10/2019)', '20C-20C/1265 (Validity: 07/10/2019)', '21-21/1501 (Validity: 07/10/2019)']"
NAVKAR MEDICAL & GENERAL STORES,"CHUNCHALE-SHOP NO 3, SHOP NO 1,,MAIN ROAD",R - 2,"chetankumar subhashchand jain, DPH, [88252-13/06/2007]","['License: ', '20-20/2571 (Validity: 12/06/2017)', '21-21/2571 (Validity: 12/06/2017)']"
NEHA MEDICAL & GENERAL STORES - 9822414347,"CHOPDA-SHOP NO 3, ALPABACHAT SHOPPING CENTRE,DHARANGAON ROAD",RH - 3,"shrikant namdeo marathe, DPH, [45210-13/09/2006]","['License: ', '20-163563 (Validity: 12/09/2021)', '20C-163564 (Validity: 12/09/2021)', '21-163565 (Validity: 12/09/2021)']"
NEW EKVIRA MEDICAL AND GENERAL STORES - 8149587125,"CHOPDA-S.S. NO. 1592/2,CHINCH CHOWK NAGALWADI ROAD",RH - 3,"jitendra namdeo mahajan, MPH, [120820-22/04/2015]","['License: ', '20-118671 (Validity: 26/04/2020)', '20C-118673 (Validity: 26/04/2020)', '21-118672 (Validity: 26/04/2020)']"
NEW METRO MEDICAL AND GENERAL STORES - 9260660163,"CHOPADA-C.S.NO. 547, BHEEM NAGAR, BARI WADA CIRCLE,NAGALWADI ROAD",RH - 3,"shaikh aasiyaparvin mohammed hanif, DPH, [116682-21/05/2014]","['License: ', '20-97682 (Validity: 02/06/2019)', '20C-97684 (Validity: 02/06/2019)', '21-97683 (Validity: 02/06/2019)']"
NEW SHRI SAI MEDICAL & GENERAL STORES - 9850240813,"CHOPDA-PARISHRAM, PLOT NO 18, PANKAJ NAGAR,,MAIN ROAD",RH - 3,"avinash prakash jadhav, DPH, [130759-27/09/2012]","['License: ', '20-20/2867 (Validity: 10/04/2017)', '20C-50542 (Validity: 10/04/2017)', '21-21/2867 (Validity: 10/04/2017)']"
NIL MEDICAL AND GENERAL STORES - 9922473976,"CHOPDA-PLOT NO.1857, SHRI KRUSHNA MANDIR ROAD,,NEAR KARTALKAR HOSPITAL,",RH - 3,"rahul vinayak vadekar, DPH, [135011-10/05/2016]","['License: ', '20-150787 (Validity: 19/05/2021)', '20C-150789 (Validity: 19/05/2021)', '21-150788 (Validity: 19/05/2021)']"
NITA AGENCIES - 9822691146,"CHOPDA-C.S.T.NO.5990, PLOT NO.130, APPAR FLOOR,,GANESH COLONY ,",W - 2,"sunil bhagavtrao deshmukh, BSC, [C-P-29/11/2010]","['License: ', '20B-20864 (Validity: 17/12/2020)', '21B-20865 (Validity: 17/12/2020)']"
OM MEDICAL & GENERAL STORES - 9423974349,"ADAWAD-C.S.T.NO 274,,MAIN ROAD",R - 2,"mahesh arun kabra, DPH, [40262-31/03/2010]","['License: ', '20-20/3007 (Validity: 30/03/2020)', '21-21/3007 (Validity: 30/03/2020)']"
OM MEDICAL AND GENERAL STORES - 7057517443,"CHOPDA-C.S.T.NO 2366,NEAR SHREE CLINIC, MAIN ROAD",RH - 3,"nitin kautik pakale, DPH, [108926-15/02/2013]","['License: ', '20-179904 (Validity: 31/12/2021)', '20C-179905 (Validity: 31/12/2021)', '21-179906 (Validity: 31/12/2021)']"
OMKAR AGENCY - 9960637641,"CHOPDA-SHOP NO 5, CHAITANYADIP MARKET, GANDHI CHOWK,MAIN ROAD",WH - 3,"sarita pravin ladhha, HSC, [C-P-04/03/2010]","['License: ', '20B-20B/1543 (Validity: 03/03/2020)', '20D-20D/214 (Validity: 03/03/2020)', '21B-21B/1395 (Validity: 03/03/2020)']"
OMSAI AGENCIES - 9766422622,"Dist - Jalgaon-Shop No. 24 B/K, Gujar Ali, Near to Shitalnath Baba Math,Chopda, Tal Chopda",RWH - 5,"kiran yuwaraj patil, DPH, [89172-17/10/2014]","['License: ', '20-52299 (Validity: 12/05/2017)', '20B-52301 (Validity: 12/05/2017)', '20C-52303 (Validity: 12/05/2017)', '21-52300 (Validity: 12/05/2017)', '21B-52302 (Validity: 12/05/2017)']"
OMSAI MEDICAL & GENERAL STORES - 8007936438,"CHOPDA-SHOP NO.1, C.S.T.NO.1189,,NEAR GOLMANDIR, RATH GALLI,",RH - 3,"vijaya harishchandra sarode, DPH, [106665-29/11/2010]","['License: ', '20-20/3118 (Validity: 28/11/2020)', '20C-20C/1373 (Validity: 28/11/2020)', '21-21/3118 (Validity: 28/11/2020)']"
ONKARESWAR MEDICAL & GENERALSTORES - 9881940511,"GHODGAON-SHOP NO.1, C.S.T.NO.422, HOUSE NO.143,MAIN RAOD,",R - 2,"jitendra rajendra borse, DPH, [77790-23/09/2010]","['License: ', '20-20/3078 (Validity: 22/09/2020)', '21-21/3078 (Validity: 22/09/2020)']"
P.S. GHODGAONKAR MEDICAL STORES,"CHOPDA-HOUSE NO 2787,M.G.ROAD",R - 2,"purushottam shankar ghodgaonkar, OTH, [C-P-24/07/1963]","['License: ', '20-20/6536 (Validity: 31/12/2017)', '21-21/3136 (Validity: 31/12/2017)']"
PALLAVI MEDICAL& GEN.STORES - 9890900845,"CHOPDA-SHOP NO 1 C.S.T.NO 2525,OPP.GUJAR ALI BABASAHEB AMBEDKER STA,MAIN ROAD",R - 2,"pallavi arunkumar patil, DPH, [178967-24/02/2016]","['License: ', '20-20/2555 (Validity: 02/05/2017)', '21-21/2555 (Validity: 02/05/2017)']"
PARAG MEDICAL AND GENERAL STORES - 8806074291,"TAL.CHOPADA, DIST. JALGAON-SHOP NO.2, GF, H. NO.138,,BUDHGAON,",RH - 3,"pravin ramdas lanke, DPH, [65104-11/07/2014]","['License: ', '20-100419 (Validity: 02/07/2021)', '20C-100421 (Validity: 02/07/2021)', '21-100420 (Validity: 02/07/2021)']"
PARTH MEDICAL AND GENERAL STORES - 8380080710,"CHOPDA-SHOP NO.1, GF, PLOT NO.3, Gut No. 1613/2,,NARMADA NAGAR, OLD SHIRPUR ROAD,",RH - 3,"sohan bhimarao borkundkar, DPH, [187647-30/05/2016]","['License: ', '20-154868 (Validity: 27/06/2021)', '20C-154870 (Validity: 27/06/2021)', '21-154869 (Validity: 27/06/2021)']"
PATIL MEDICAL AND GENERAL STORES - 9657920379,"GORGAWALE-HOUSE NO 453,,MAIN ROAD",RH - 3,"ganesh pandharinath patil, DPH, [39108-15/02/1996]","['License: ', '20-181673 (Validity: 31/12/2021)', '20C-68032 (Validity: 16/01/2018)', '21-181674 (Validity: 31/12/2021)']"
PRABHAT MEDICAL STORES - 9850143531,"CHOPDA-C.S.T.NO 1216-1217,,M. GANDHI ROAD",RH - 3,"quazi farzana anjum gayasuddin, DPH, [170280-05/08/2015]","['License: ', '20-20/2629 (Validity: 28/10/2017)', '20C-20C/1083 (Validity: 28/10/2017)', '21-21/2629 (Validity: 28/10/2017)']"
PRASHANT MEDICAL & GENERAL STORE - 9421519852,"HATED BK-HOUSE NO 1028, RAMMANDIR CHOWK,MAIN ROAD",RH - 3,"valmik vishwas bhadane, DPH, [30946-23/11/2006]","['License: ', '20-176444 (Validity: 22/11/2021)', '20C-176445 (Validity: 22/11/2021)', '21-176446 (Validity: 22/11/2021)']"
PRASHANT MEDICALS - 9881929293,"CHOPDA-GR.FLOR SHOP NO 1,2,3, & FIRST FL SHOP NO 1,CST NO 2660A,OPP.AMBEDKAR STACHU,GUJAR ALI MAIN ROAD",RWH - 5,"prashant madhavrao patil, DPH, [20249-03/05/2007]","['License: ', '20-20/2556 (Validity: 02/05/2017)', '20B-20B/1422 (Validity: 02/05/2017)', '20C-20C/1039 (Validity: 02/05/2017)', '21-21/2556 (Validity: 02/05/2017)', '21B-21B/1275 (Validity: 02/05/2017)']"
PURAB MEDICAL AND GENERAL STORES - 9922043131,"VIRWADE, TAL. CHOPDA-HOUSE NO.147/1,,MAIN ROAD",RH - 3,"ketan suresh patil, DPH, [116043-15/01/2016]","['License: ', '20-140348 (Validity: 08/02/2021)', '20C-140350 (Validity: 08/02/2021)', '21-140349 (Validity: 08/02/2021)']"
R & R MEDICAL & GENERAL STORES,"CHAHARDI-H. NO. 1238/2,,MAIN ROAD",RH - 3,"rajendra nathu yeole, DPH, [18202-06/08/1997]","['License: ', '20-20/1138 (Validity: 31/12/2017)', '20C-20C/481 (Validity: 31/12/2017)', '21-21/1138 (Validity: 31/12/2017)']"
