firm_name,address,licenses,reg_pharma_comp_person,tooltip
ATHARVA MEDICAL AND GENERAL STORES - 9049472768,"DHARANGAON-SHOP NO 2&3, OPP. OF JAIN MANDIR,MAHAVIR ROAD",RH - 3,"pradnya chetansinh chauhan, DPH, [87209-01/07/2010]","['License: ', '20-20/3040 (Validity: 30/07/2020)', '20C-20C/1328 (Validity: 30/07/2020)', '21-21/3040 (Validity: 30/07/2020)']"
BALAJI MEDICAL & GENERAL STORES - 9049012211,"DHARANGAON-C.S.T.NO 3734, MAHATMA GANDI ROAD,NEAR WANI MANGAL KARYALAYA,",RH - 3,"bharat bhika chaudhari, DPH, [141498-31/01/2015]","['License: ', '20-20/2676 (Validity: 04/02/2020)', '20C-20C/1124 (Validity: 04/02/2020)', '21-21/2676 (Validity: 04/02/2020)']"
BHAGWATI MEDICAL & GENERAL STORES - 9823098378,"SONWAD BK-SHOP NO 13, GRAMPANCHAYAT SHOPPING COMPLEX,ATHAWADE BAZAR",R - 2,"yograj subhash patil, DPH, [101926-23/12/2014]","['License: ', '20-20/2078 (Validity: 17/06/2019)', '21-21/2078 (Validity: 17/06/2019)']"
BHAGYASHREE ENGINEERING INDUSTRIES - 9823119988,"PALDHI , TAL.DHARANGAON-PLOT NO.6,GAT NO.107/4,PALDHI",P - 1,"nirmalkumar siddharth sonawane, BCO, [C-P-16/12/2015]","['License: ', 'POI-140373 (Validity: 31/12/2017)']"
CHAMUNDA MEDICAL STORES - 9922672269,"PALDHI BK-SHOP NO.1, GF, PLOT NO.5, GUT NO.455,NEAR ATHWADE BAZAR, SAVDA-RINGANGAON ROAD",RH - 3,"kalpesh subhash shrikhande, DPH, [165770-17/09/2016]","['License: ', '20-165164 (Validity: 25/09/2021)', '20C-165166 (Validity: 25/09/2021)', '21-165165 (Validity: 25/09/2021)']"
CHAUDHARI MEDICAL & GENERAL STORES - 9823247610,"PIMPRI KHURDA-HOUSE NO 91,MAIN ROAD",RH - 3,"chandrakant fulchand chaudhari, DPH, [16832-21/07/2000]","['License: ', '20-186969 (Validity: 31/12/2021)', '20C-186970 (Validity: 31/12/2021)', '21-186971 (Validity: 31/12/2021)']"
DHANANJAY MEDICAL AND GENERAL STORES - 9850312987,"PALDHI-GRAM PANCHAYAT HOUSE NO. 432,,BHAWANI PLOT,",RH - 3,"kiran kantilal patil, DPH, [151508-20/12/2013]","['License: ', '20-89375 (Validity: 19/01/2019)', '20C-89377 (Validity: 19/01/2019)', '21-89376 (Validity: 19/01/2019)']"
EKVEERA MEDICAL AND GENERAL STORES,"DHARANGAON-C.S.T.NO 2200, NEAR VITHHAL TEMPLE,NETAJI ROAD",R - 2,"sunil raghunath patil, DPH, [39517-02/05/2008]","['License: ', '20-20/2716 (Validity: 01/05/2018)', '21-21/2716 (Validity: 01/05/2018)']"
GHARSANSAR MEDICAL AND GENERAL STORES - 9403483019,"DHARANGAON-C.S.T.NO 2003A OPP OF KALBHAIRAV MANDIR,KOT BAJAR ROAD",RH - 3,"arvind lalchand saindane, DPH, [42874-13/03/2007]","['License: ', '20-195109 (Validity: 12/03/2022)', '20C-195110 (Validity: 12/03/2022)', '21-195111 (Validity: 12/03/2022)']"
GURUDATTA MEDICAL AND GENERAL STORES - 9921788911,"CHANDSAR-HOUSE NO 647,MAIN ROAD",S - 2, ,"['License: ', '20A-185215 (Validity: 31/12/2021)', '21A-185216 (Validity: 31/12/2021)']"
GURUKRUPA MEDICAL AND GENERAL STORES - 9325037797,"TAL-DHARANGAON-HOUSE NO. 85, CST.NO. 331,,NEAR CENTRAL BANK, PIMPRI KH.",RH - 3,"chhayabai gulabrao chavan, DPH, [79755-25/05/2011]","['License: ', '20-32349 (Validity: 19/06/2021)', '20C-32351 (Validity: 19/06/2021)', '21-32350 (Validity: 19/06/2021)']"
HARI OM MEDICAL AND GENERAL STORES - 9922043131,"BORKHEDA,-SHOP NO. 1, GRAMPANCHAYAT HOUSE NO. 81,,MAIN ROAD,",R - 2,"sopan arun patil, DPH, [146026-29/07/2015]","['License: ', '20-41865 (Validity: 30/11/2021)', '21-41866 (Validity: 30/11/2021)']"
HARI OM MEDICAL AND GENERAL STORES PIMPRI KH. - 9405097518,"PIMPRI KH.-HOUSE NO. 439,,PIMPRI,",RH - 3,"amol subhash badgujar, DPH, [53507-26/09/2011]","['License: ', '20-38950 (Validity: 12/10/2021)', '20C-38952 (Validity: 12/10/2021)', '21-38951 (Validity: 12/10/2021)']"
J.K.MEDICAL & GENERAL STORES - 9028501960,"PALDHI-SHOPP NO 1,HOUSE NO 1277 .CS NO 80C,SATH GHAR MOHALLA,NEAR UJAMA MASJID",RH - 3,"kasar jafar aziz, DPH, [137459-25/09/2013]","['License: ', '20-60583 (Validity: 21/10/2018)', '20C-60585 (Validity: 21/10/2018)', '21-60584 (Validity: 21/10/2018)']"
JAIN IRRGATION SYSTEMA LTD - 9423488608,"BAMBHORI-NATIONAL HIGH WAY NO.6,DHULE ROAD",P - 1,"arun pralhad badgujar, BSC, [C-P-09/12/2015]","['License: ', 'POI-135357 (Validity: 31/12/2018)']"
JANAI MEDICAL AND GENERAL STORES - 7588580566,"DHARANGAON-C.S. NO 2007, KOT BAZAR,MAIN ROAD",RH - 3,"suhas eknath patil, DPH, [51031-24/12/2001]","['License: ', '20-183703 (Validity: 31/12/2021)', '20C-67929 (Validity: 16/01/2018)', '21-183704 (Validity: 31/12/2021)']"
JANSEVA MEDICAL - 9403381497,"JAMNER-GAT NO.273 C.S.NO.3182/10+11+12,SHOP NO.127 GROUND FLOOR,,NAVKAR PLAZA, VAKI ROAD",RH - 3,"furqan ahmad khan aijaz khan, DPH, [176832-24/09/2016]","['License: ', '20-168322 (Validity: 18/10/2021)', '20C-168324 (Validity: 18/10/2021)', '21-168323 (Validity: 18/10/2021)']"
JANSEVA MEDICAL AND GENERAL STORES - 9403381497,"DHARANGAON-HOUSE NO.2011, GROUND FLOOR SHOP,,BHAVE GALLI,NEAR SHASTRI MARKET",RH - 3,"suresh vishvanath bhave, DPH, [8004-04/01/2017]","['License: ', '20-192672 (Validity: 12/01/2022)', '20C-192674 (Validity: 12/01/2022)', '21-192673 (Validity: 12/01/2022)']"
KAMAL MEDICAL & GENERAL STORES - 9158391100,"DHARANGAON-CSNO 243,NEAR PILLU MASJID,NETAJI ROAD,DHARANGAON",RH - 3,"samata surendra kotecha, DPH, [71764-07/02/2013]","['License: ', '20-70613 (Validity: 07/03/2018)', '20C-95439 (Validity: 27/04/2019)', '21-70614 (Validity: 07/03/2018)']"
KASHIRAJ MEDICAL & GENERAL STORES - 8983179744,"TQ.- DHARANGAON-PLOT No. 93,PIMPRI KH.,PIMPRI KH.",RH - 3,"umesh bhika chaudhary, DPH, [128975-26/07/2012]","['License: ', '20-58094 (Validity: 21/08/2017)', '20C-58096 (Validity: 21/08/2017)', '21-58095 (Validity: 21/08/2017)']"
KRUSHNA MEDICAL AND GENERAL STORES - 7587146606,"DHARANGAON-C.S.NO. 320,,DHARANI CHOWK,",RH - 3,"swati jagatrao wankhede, DPH, [135054-05/10/2013]","['License: ', '20-82551 (Validity: 04/10/2018)', '20C-82553 (Validity: 04/10/2018)', '21-82552 (Validity: 04/10/2018)']"
KRUSHNA MEDICAL AND GENERAL STORES - 9595788337,"VARAD BK. TAL.DHARANGAON-HOUSE NO.177,,MARUTI MANDIR ROAD,",RH - 3,"sachin raybhan nannavare, DPH, [137047-04/02/2016]","['License: ', '20-142502 (Validity: 28/02/2021)', '20C-142504 (Validity: 28/02/2021)', '21-142503 (Validity: 28/02/2021)']"
LAXMI MEDICAL & GENERAL STORES,"DHARANGAON-HOUSE NO 2556,MAIN BAZARPETH",R - 2,"mahesh madhukar amritkar, DPH, [97386-02/01/2013]","['License: ', '20-20/6580 (Validity: 31/12/2017)', '21-21/6181 (Validity: 31/12/2017)']"
MAHARASHTRA MEDICAL AND GENERAL STORES - 9823233144,"PALDHI-SHOP NO.1, HOUSE NO 525, CST NO. 45,,RAILWAY STATION ROAD, DESHPANDE WADA",RH - 3,"javed aziz shaikh, DPH, [69388-18/05/2006]","['License: ', '20-20/2397 (Validity: 17/05/2021)', '20C-20C/904 (Validity: 17/05/2021)', '21-21/2397 (Validity: 17/05/2021)']"
MANISH MEDICAL AND GENERAL STORES - 9765227223,"DHARANGAON-C.S.T.NO 322, DHARANI CHOWK,MAIN ROAD",RH - 3,"manish padmakar lad, DPH, [42004-03/08/2006]","['License: ', '20-159426 (Validity: 02/08/2021)', '20C-159427 (Validity: 02/08/2021)', '21-159428 (Validity: 02/08/2021)']"
MANUMATA MEDICAL & GENERAL STORES - 9822311616,"BAMBHORI-SHOP NO.1, GAT NO.227, HOUSE NO.593/594,,KANTILAL NAGAR,NEAR BUS STAND,",RH - 3,"harsha ashok bhole, DPH, [55264-11/01/2011]","['License: ', '20-23373 (Validity: 28/01/2021)', '20C-23375 (Validity: 28/01/2021)', '21-23374 (Validity: 28/01/2021)']"
MEHER MEDICALS - 9923483755,"DHARANGAON-C.S.T.NO 1771A SHOP NO 1,JAWAHAR ROAD",RHX - 4,"manoj kumar fattechand meher, DPH, [26952-16/03/2007]","['License: ', '20-20/701 (Validity: 15/03/2017)', '20C-20C/652 (Validity: 15/03/2017)', '20F-103588 (Validity: 29/09/2019)', '21-21/701 (Validity: 15/03/2017)']"
MOKSHADA MEDICAL & GENERAL STORES - 9764877668,"TAL DHARANGAON-GHAR NO. 5 GAVTHAN CHOWK,AT POST NANDED",RH - 3,"sandeep pitambar asodekar, DPH, [97682-08/06/2012]","['License: ', '20-57436 (Validity: 07/08/2017)', '20C-57438 (Validity: 07/08/2017)', '21-57437 (Validity: 07/08/2017)']"
N. J. MEDICAL AND DISTRIBUTORS - 9156661939,"DHARANGAON-SHOP NO.1, GF, H. NO.2506/A/3,,NEAR JAIN MANDIR, JAIN GALLI",RWH - 6,"madhukar devidas lad, DPH, [7232-12/08/2016]","['License: ', '20-161728 (Validity: 23/08/2021)', '20B-161730 (Validity: 23/08/2021)', '20C-161732 (Validity: 23/08/2021)', '20D-161733 (Validity: 23/08/2021)', '21-161729 (Validity: 23/08/2021)', '21B-161731 (Validity: 23/08/2021)']"
NEO FORMULATION - 9922229166,"PIMPRI, TAL. DHARANGAON-SHOP NO.09, HOUSE NO.665,,BAHUUUDDESHIYA VIKAS VAYPARI SANKUL,",W - 2,"jaywant hareshwar mahajan, DPH, [100518-12/05/2016]","['License: ', '20B-163156 (Validity: 11/05/2021)', '21B-163157 (Validity: 11/05/2021)']"
NILESH MEDICAL & GENERAL STORES - 9850535392,"DHARANGAON-CSNO 1446,PARIHAR CHOWK,DHARANGAON",RH - 3,"nilesh bhaskar ingale, DPH, [39697-03/04/2013]","['License: ', '20-72363 (Validity: 05/04/2018)', '20C-72365 (Validity: 05/04/2018)', '21-72364 (Validity: 05/04/2018)']"
OM MEDICAL AND GENERAL STORES - 9766248283,"DHARANGAON-SHOP NO 1, C.S.T. 1289B/1 NEAR SUBHASH DARWAJA,MAIN ROAD",RH - 3,"mukesh tarachand pagariya, DPH, [81240-21/09/2005]","['License: ', '20-20/2274 (Validity: 20/09/2020)', '20C-20C/808 (Validity: 20/09/2020)', '21-21/2274 (Validity: 20/09/2020)']"
OM MEDICAL AND GENERAL STORES - 9421522805,"PALDHI-HOUSE NO 581,SHOP NO 1,,MAIN RAOD",R - 2,"rajendra badrinarayan somani, DPH, [24768-03/04/1992]","['License: ', '20-179902 (Validity: 31/12/2021)', '21-179903 (Validity: 31/12/2021)']"
PAGARIYA MEDICAL AND GENERAL STORES - 9423915345,"DHARANGAON-SHOP NO 2,32 SHIVAJI SHOPPING CENTER,NEAR SHIVAJI PUTLA",RWHX - 6,"rameshkumar punamchand pagariya, DPH, [19253-21/04/2001]","['License: ', '20-20/430 (Validity: 31/12/2017)', '20B-159421 (Validity: 19/04/2021)', '20C-20C/668 (Validity: 31/12/2017)', '20F-103583 (Validity: 29/09/2019)', '21-21/430 (Validity: 31/12/2017)', '21B-159422 (Validity: 19/04/2021)']"
RAAMESH MEDICAL AND GENERAL STORES - 9960070003,"Dharangaon-Shop No.2,,Khatri Gally",RH - 3,"gitesh vinod ostwal, BPH, [158597-17/10/2014]","['License: ', '20-105892 (Validity: 28/10/2019)', '20C-105894 (Validity: 28/10/2019)', '21-105893 (Validity: 28/10/2019)']"
RAJESH MEDICALS STORES - 9999999999,"DHARANGAON-C.S.T.NO 315,,NETAJI ROAD, MAHAVIR CHOWK,",R - 2,"rajesh shishupal dahale, DPH, [15815-02/02/1985]","['License: ', '20-20/187 (Validity: 31/12/2017)', '21-21/187 (Validity: 31/12/2017)']"
RAMAPATI MEDICAL AND GENERAL STORES - 9766426709,"PALADHI (KH.)-GRAMPANCHAYAT HOUSE NO. 572, SHOP NO. 2,RANE SHOPPING COMPLEX",RH - 3,"deepak ramesh suryavanshi, DPH, [94930-17/06/2014]","['License: ', '20-99704 (Validity: 08/07/2019)', '20C-99706 (Validity: 08/07/2019)', '21-99705 (Validity: 08/07/2019)']"
RAMESH MEDICAL AND GENERAL STORES - 7798813605,"PIMPRI KHURD-GAT NO. 123, SHOP NO 2, ANJANI GROUP CO-OPE. SOCIETY LTD.,MAIN ROAD , GANDHI CHOWK",RH - 3,"kewalsing mansing more, DPH, [38656-02/12/2003]","['License: ', '20-20/1371 (Validity: 01/12/2018)', '20C-20C/1216 (Validity: 01/12/2018)', '21-21/1371 (Validity: 01/12/2018)']"
RIDDHI MEDICAL AND GENERAL STORES - 9423973772,"DHARANGAON-S S NO 2105 B,C/O SIDDHI CLINIC JAWAHAR ROAD",RH - 3,"ganesh naresh pawar, DPH, [199900-01/01/2017]","['License: ', '20-115803 (Validity: 15/03/2020)', '20C-115805 (Validity: 15/03/2020)', '21-115804 (Validity: 15/03/2020)']"
RISING SUN HEALTHCARE - 9545954496,"PIMPRI KH.,-GALA NO. 1,BAHUUDDESHIYA VIKAS KENDRA VYAPARI SANKUL",W - 2,"satish kumar subhashchandra prajapat, DPH, [C-P-10/08/2015]","['License: ', '20B-127683 (Validity: 02/09/2020)', '21B-127684 (Validity: 02/09/2020)']"
RUPALI MEDICAL AND GENERAL STORES,"PALDHI-HOUSE NO 583,MAIN ROAD",R - 2,"rupesh gorakhchand somani, DPH, [55602-25/04/2001]","['License: ', '20-20/1627 (Validity: 31/12/2017)', '21-21/1627 (Validity: 31/12/2017)']"
S.R.MEDICAL AND GENERAL STORES - 9371773777,"HINGONE-GALA NO 16 BAHUDDESHIYA VIKAS KENDRA,MAIN ROAD",R - 2,"harish pratap patil, DPH, [70986-01/10/2015]","['License: ', '20-20/2572 (Validity: 31/05/2020)', '21-21/2572 (Validity: 31/05/2020)']"
SAI MEDICAL & GENERAL STORES - 9325567871,"DHARANGAON-ROOM NO.1& 2, C.S.T.NO.2096 k,,JAWAHAR ROAD,",R - 2,"ojas vijay bhavsar, DPH, [169481-27/03/2015]","['License: ', '20-20/3107 (Validity: 01/11/2020)', '21-21/3107 (Validity: 01/11/2020)']"
SAINATH MEDICAL AND GENERAL STORES - 9923899720,"PIMPRI KH.-HOUSE NO. 60 IN SHOP NO. 1,,MAIN ROAD,",RH - 3,"shashikala murlidhar pande, DPH, [123329-23/11/2011]","['License: ', '20-43747 (Validity: 26/12/2021)', '20C-43749 (Validity: 26/12/2021)', '21-43748 (Validity: 26/12/2021)']"
SAURABH MEDICAL AND GENERAL STORES - 7721000638,"DHARANGAON-C.S.NO.296 NEAR PADMAVATI NURSING HOME,NETAJI ROAD",RH - 3,"ganesh rajendrasing bayas, DPH, [161261-20/01/2017]","['License: ', '20-197834 (Validity: 01/02/2022)', '20C-197836 (Validity: 01/02/2022)', '21-197835 (Validity: 01/02/2022)']"
SHIFA MEDICAL AND GENERAL STORES - 8600303134,"Salva Tal. Dharangaon-House No.1158,,Main Road, Salva,",RH - 3,"ghori danish kha arif kha, DPH, [123923-18/10/2014]","['License: ', '20-105898 (Validity: 28/10/2019)', '20C-105900 (Validity: 28/10/2019)', '21-105899 (Validity: 28/10/2019)']"
SHREE GANESH MEDICAL AND GENERAL STORES - 9766869254,"SONWAD BK.-HOUSE NO 261,,MAIN ROAD",R - 2,"meena ishwarlal patil, DPH, [64493-01/02/2013]","['License: ', '20-188092 (Validity: 31/12/2021)', '21-188093 (Validity: 31/12/2021)']"
SHREE LAXMI MEDICAL & GENERAL STORES - 9765320181,"PALDHI BK.-GALA NO.5,GRAM PANCHYAT COMPLEX",RH - 3,"hiralal sudhakar chaudhari, DPH, [99279-11/01/2016]","['License: ', '20-140354 (Validity: 08/02/2021)', '20C-140356 (Validity: 08/02/2021)', '21-140355 (Validity: 08/02/2021)']"
SHREE RADHE MEDICAL AND GENERAL STORES - 9096005312,"DHARNGAON-C.S.T.NO.2393A, AASHIRWAD HOSPITAL AWAR,,BHAVE GALLI,",RH - 3,"uday prakash patil, BPH, [108204-01/04/2016]","['License: ', '20-146714 (Validity: 15/04/2021)', '20C-146716 (Validity: 15/04/2021)', '21-146715 (Validity: 15/04/2021)']"
SHREEKRUSHNA MEDICAL AND GENERAL STORES - 9765214801,"PALDHI (KH)-SHOP NO.1, C.S.T.NO 620, HOUSE NO 9,,MAIN ROAD",RH - 3,"mahendra subhash patil, DPH, [81537-18/07/2013]","['License: ', '20-20/2782 (Validity: 05/10/2018)', '20C-20C/1189 (Validity: 05/10/2018)', '21-21/2782 (Validity: 05/10/2018)']"
SHRINATHAJI MEDICAL & GENERAL STORES - 9422394000,"PIMPRI KH.-ROOM NO.1&2, , MALMNATTA NO.293,,BADGUJAR GALLI,",RH - 3,"ganesh vasudeo badgujar, DPH, [81653-11/06/2013]","['License: ', '20-25378 (Validity: 28/02/2021)', '20C-25380 (Validity: 28/02/2021)', '21-25379 (Validity: 28/02/2021)']"
SONALI MEDICAL & GENERAL STORES - 9923769449,"DHARANGAON-C.S.NO 3258, KOT BAJAR,MAIN ROAD",RH - 3,"subhash jivansa katyare, DPH, [18892-06/10/2008]","['License: ', '20-20/2785 (Validity: 05/10/2018)', '20C-20C/1190 (Validity: 05/10/2018)', '21-21/2785 (Validity: 05/10/2018)']"
SURENDRA STORES - 7588437307,"DHARANGAON-HOUSE NO 3534,,M.G.ROAD",RH - 3,"mangesh surendra bhave, DPH, [43747-23/10/1987]","['License: ', '20-20/6549 (Validity: 14/11/2019)', '20C-20C/256 (Validity: 14/11/2019)', '21-21/6549 (Validity: 14/11/2019)']"
SUSHRUT MEDICAL AND GENERAL STORES - 9421463160,"DHARANGAON-SHOP NO 11, BHATIYA GALLI, MATOSHRI COMPLEX,MAIN ROAD",R - 2,"pallavi himmat mahajan, DPH, [175731-07/10/2015]","['License: ', '20-20/2891 (Validity: 02/07/2019)', '21-21/2891 (Validity: 02/07/2019)']"
SWAPNIL MEDICAL AND GENERAL STORES - 9999999999,"DHARANGAON-C.S.T.NO 2602/A, KOT BAJAR,MAIN ROAD",R - 2,"sudhakar namdeo wani, DPH, [39996-06/06/1997]","['License: ', '20-20/1122 (Validity: 31/12/2017)', '21-21/1122 (Validity: 31/12/2017)']"
TUSHAR MEDICAL & GENERAL STORES - 9999999999,"ZURKHEDA-HOUSE NO 388,MAIN ROAD",R - 2,"jyotsna dagadu pawar, DPH, [140370-06/05/2013]","['License: ', '20-20/1727 (Validity: 16/02/2018)', '21-21/1727 (Validity: 16/02/2018)']"
VARDHAMAN MEDICAL AND GENERAL STORES - 7798000204,"DHARANGAON-SHOP NO.2, SHIVCHHTRAPATI SHOPING CENTER,DHARANGAON",RH - 3,"darshan sunilchand pagariya , BPH, [175191-15/09/2015]","['License: ', '20-179886 (Validity: 31/12/2021)', '20C-197840 (Validity: 01/02/2022)', '21-179887 (Validity: 31/12/2021)']"
VISHAL MEDICAL AND GENERAL STORES - 9867624784,"DHARANGAON-HOUSE NO 2163/2,JAWAHAR ROAD",RH - 3,"chhotu nathu jadhav, DPH, [29740-18/07/1994]","['License: ', '20-173285 (Validity: 31/12/2021)', '20C-173286 (Validity: 31/12/2021)', '21-173287 (Validity: 31/12/2021)']"
VISHAL MEDICAL AND GENRERAL STORES - 9999999999,"NANDED-HOUSE NO 1482, SHRIRAM MANDIR,MAIN ROAD",RH - 3,"vishal soma rade, DPH, [34873-19/09/2002]","['License: ', '20-20/1811 (Validity: 18/09/2017)', '20C-87087 (Validity: 09/12/2018)', '21-21/1811 (Validity: 18/09/2017)']"
